season,date,opponent,venue,score,outcome,scorers,competition,cup_round,game_no,comp_game_no,goals_for,goals_against,attendance,manager,referee,game_type,points,ssn_pts,ppg
1956/57,1956-09-01T00:00:00Z,Cinderford Town,H,1-3,L,Bryant,WL1,NA,2,2,1,3,NA,NA,NA,league,0,0,0
1956/57,1956-09-08T00:00:00Z,Clevedon,H,6-1,W,"Eddie Attwood  4, Wally Potts, O’Reilly",WL1,NA,3,3,6,1,NA,NA,NA,league,3,3,1
1956/57,1956-09-15T00:00:00Z,Purton,A,1-1,D,Unknown,FAAm,EPR,4,1,1,1,NA,NA,NA,cup,NA,NA,NA
1956/57,1956-09-22T00:00:00Z,Purton,H,4-2,W,"Hazzall, Holloway, Hancock, Derek Woodford",FAAm,EPR,5,2,4,2,NA,NA,NA,cup,NA,NA,NA
1956/57,1956-09-29T00:00:00Z,Brimscombe,H,4-2,W,"Shepherd, Bill Cuff, Derek Woodford, Eddie Attwood",FAAm,P,6,3,4,2,NA,NA,NA,cup,NA,NA,NA
1956/57,1956-10-06T00:00:00Z,Stonehouse,A,0-3,L,NA,WL1,NA,7,4,0,3,NA,NA,NA,league,0,3,0.75
1956/57,1956-10-13T00:00:00Z,Swindon Victoria,A,0-3,L,NA,FAAm,1Q,8,4,0,3,NA,NA,NA,cup,NA,NA,NA
1956/57,1956-10-20T00:00:00Z,Cinderford Town,A,0-5,L,NA,WL1,NA,9,5,0,5,NA,NA,NA,league,0,3,0.6
1956/57,1956-10-27T00:00:00Z,Bath City Reserves,H,5-2,W,"Plummer 2, Ray Tarr, Holloway 2",WL1,NA,10,6,5,2,NA,NA,NA,league,3,6,1
1956/57,1956-11-03T00:00:00Z,Weston-super-Mare,A,2-2,D,"Eddie Attwood, Ray Tarr",WL1,NA,11,7,2,2,NA,NA,NA,league,1,7,1
1956/57,1956-11-10T00:00:00Z,Trowbridge Town Reserves,H,1-6,L,Ray Tarr,WL1,NA,12,8,1,6,NA,NA,NA,league,0,7,0.875
1956/57,1956-11-17T00:00:00Z,Clevedon,A,2-4,L,"Plummer, Unknown",WL1,NA,13,9,2,4,NA,NA,NA,league,0,7,0.7777777777777778
1956/57,1956-11-24T00:00:00Z,Paulton Rovers,H,1-0,W,Ray Tarr,WL1,NA,14,10,1,0,NA,NA,NA,league,3,10,1
1956/57,1956-12-01T00:00:00Z,Peasedown Miners Welfare,H,2-2,D,"Eddie Attwood, Shepherd",SSC,2,15,1,2,2,NA,NA,NA,cup,NA,NA,NA
1956/57,1956-12-08T00:00:00Z,Peasedown Miners Welfare,A,3-4,L,"Hazzall 2, Derek Woodford",SSC,2R,16,2,3,4,NA,NA,NA,cup,NA,NA,NA
1956/57,1956-12-15T00:00:00Z,Dorchester Town Reserves,H,5-3,W,"Shepherd, Ray Tarr 3, Derek Woodford",WL1,NA,17,11,5,3,NA,NA,NA,league,3,13,1.1818181818181819
1956/57,1956-12-22T00:00:00Z,Gloucester City Reserves,A,0-9,L,NA,WL1,NA,18,12,0,9,NA,NA,NA,league,0,13,1.0833333333333333
1956/57,1956-12-25T00:00:00Z,Radstock Town,H,3-0,W,Ray Tarr 3,WL1,NA,19,13,3,0,NA,NA,NA,league,3,16,1.2307692307692308
1956/57,1957-01-05T00:00:00Z,Minehead,A,2-3,L,"Eddie Attwood, Ray Tarr",WL1,NA,20,14,2,3,NA,NA,NA,league,0,16,1.1428571428571428
1956/57,1957-01-12T00:00:00Z,Peasedown Miners Welfare,H,2-1,W,"Ray Tarr, Derek Woodford",WL1,NA,21,15,2,1,NA,NA,NA,league,3,19,1.2666666666666666
1956/57,1957-01-19T00:00:00Z,Clandown,A,2-1,W,"Ray Tarr, Mervyn Canning",WL1,NA,22,16,2,1,NA,NA,NA,league,3,22,1.375
1956/57,1957-01-26T00:00:00Z,Minehead,H,4-1,W,"Eddie Attwood, Ray Tarr 3",WL1,NA,23,17,4,1,NA,NA,NA,league,3,25,1.4705882352941178
1956/57,1957-02-02T00:00:00Z,Weston-super-Mare,H,1-2,L,Eddie Attwood,WL1,NA,24,18,1,2,NA,NA,NA,league,0,25,1.3888888888888888
1956/57,1957-02-09T00:00:00Z,Poole Town Reserves,H,5-2,W,"Ray Tarr, Derek Woodford, Eddie Attwood 2, Mervyn Canning",WL1,NA,25,19,5,2,NA,NA,NA,league,3,28,1.4736842105263157
1956/57,1957-02-16T00:00:00Z,Stonehouse,H,3-3,D,"Windmill, Eddie Attwood, Ray Tarr",WL1,NA,26,20,3,3,NA,NA,NA,league,1,29,1.45
1956/57,1957-02-23T00:00:00Z,Ilfracombe Town,H,3-1,W,"Derek Woodford, Ray Tarr, OG",WL1,NA,27,21,3,1,NA,NA,NA,league,3,32,1.5238095238095237
1956/57,1957-03-02T00:00:00Z,Trowbridge Town Reserves,A,0-2,L,NA,WL1,NA,28,22,0,2,NA,NA,NA,league,0,32,1.4545454545454546
1956/57,1957-03-09T00:00:00Z,Gloucester City Reserves,H,3-3,D,"Eddie Attwood, Pete Downs, Ray Tarr",WL1,NA,29,23,3,3,NA,NA,NA,league,1,33,1.434782608695652
1956/57,1957-03-16T00:00:00Z,Ilfracombe Town,A,2-3,L,"Mervyn Canning, OG",WL1,NA,30,24,2,3,NA,NA,NA,league,0,33,1.375
1956/57,1957-03-23T00:00:00Z,Bath City Reserves,A,8-1,W,"Gerry Fielding 3, Ray Tarr 4, Bill Holloway",WL1,NA,31,25,8,1,NA,NA,NA,league,3,36,1.44
1956/57,1957-03-30T00:00:00Z,Street,H,2-0,W,"Eddie Attwood, Hazzall",WL1,NA,32,26,2,0,NA,NA,NA,league,3,39,1.5
1956/57,1957-04-06T00:00:00Z,Hoffman Athletic,A,2-3,L,"Ray Tarr, Eddie Attwood",WL1,NA,33,27,2,3,NA,NA,NA,league,0,39,1.4444444444444444
1956/57,1957-04-13T00:00:00Z,Radstock Town,A,2-0,W,"Eddie Attwood, Ray Tarr",WL1,NA,34,28,2,0,NA,NA,NA,league,3,42,1.5
1956/57,1957-04-17T00:00:00Z,Hoffman Athletic,H,3-0,W,"Eddie Attwood, Ray Tarr",WL1,NA,35,29,3,0,NA,NA,NA,league,3,45,1.5517241379310345
1956/57,1957-04-19T00:00:00Z,Peasedown Miners Welfare,A,3-2,W,"Ray Tarr 2, OG",WL1,NA,36,30,3,2,NA,NA,NA,league,3,48,1.6
1956/57,1957-04-20T00:00:00Z,Clandown,H,6-0,W,"Eddie Attwood 2, Derek Woodford 2, Mervyn Canning, Bill Cuff",WL1,NA,37,31,6,0,NA,NA,NA,league,3,51,1.6451612903225807
1956/57,1957-04-22T00:00:00Z,Street,A,0-1,L,NA,WL1,NA,38,32,0,1,NA,NA,NA,league,0,51,1.59375
1956/57,1957-04-24T00:00:00Z,Paulton Rovers,A,4-0,W,"Ray Tarr 2, Mervyn Canning 2",WL1,NA,39,33,4,0,NA,NA,NA,league,3,54,1.6363636363636365
1956/57,1957-04-27T00:00:00Z,Dorchester Town Reserves,A,4-3,W,"Eddie Attwood, Bill Cuff, Mervyn Canning",WL1,NA,40,34,4,3,NA,NA,NA,league,3,57,1.6764705882352942
1957/58,1957-08-24T00:00:00Z,Weston-super-Mare,A,1-3,L,Ray Tarr,WL1,NA,1,1,1,3,NA,NA,NA,league,0,0,0
1957/58,1957-08-28T00:00:00Z,Radstock Town,A,3-2,W,"Gerry Fielding, Ray Tarr, Eddie Attwood",WL1,NA,2,2,3,2,NA,NA,NA,league,3,3,1.5
1957/58,1957-08-31T00:00:00Z,Stonehouse,H,4-0,W,"Derek Woodford, Gerry Fielding, Mervyn Canning, Ray Tarr",WL1,NA,3,3,4,0,NA,NA,NA,league,3,6,2
1957/58,1957-09-05T00:00:00Z,Radstock Town,H,5-2,W,"Canning, Derek Woodford, Ray Tarr 2, Eddie Attwood",WL1,NA,4,4,5,2,NA,NA,NA,league,3,9,2.25
1957/58,1957-09-07T00:00:00Z,Gloucester City Reserves,H,2-1,W,"Derek Woodford, West",WL1,NA,5,5,2,1,NA,NA,NA,league,3,12,2.4
1957/58,1957-09-21T00:00:00Z,Taunton Reserves,A,1-2,L,Derek Woodford,WL1,NA,6,6,1,2,NA,NA,NA,league,0,12,2
1957/58,1957-09-28T00:00:00Z,Pinehurst Youth Centre,H,1-2,L,Ray Tarr,FAAm,P,7,1,1,2,NA,NA,NA,cup,NA,NA,NA
1957/58,1957-10-05T00:00:00Z,Bath City Reserves,A,2-2,D,"Ray Tarr, Mervyn Canning",WL1,NA,8,7,2,2,NA,NA,NA,league,1,13,1.8571428571428572
1957/58,1957-10-12T00:00:00Z,Street,H,4-0,W,"Derek Woodford, Eddie Attwood 2, Ray Tarr",WL1,NA,9,8,4,0,NA,NA,NA,league,3,16,2
1957/58,1957-10-19T00:00:00Z,Gloucester City Reserves,A,0-3,L,NA,WL1,NA,10,9,0,3,NA,NA,NA,league,0,16,1.7777777777777777
1957/58,1957-10-26T00:00:00Z,Ilfracombe Town,A,4-2,W,"Bill Cuff 3, Ray Tarr",WL1,NA,11,10,4,2,NA,NA,NA,league,3,19,1.9
1957/58,1957-11-02T00:00:00Z,Dorchester Town Reserves,H,1-2,L,Canning,WL1,NA,12,11,1,2,NA,NA,NA,league,0,19,1.7272727272727273
1957/58,1957-11-09T00:00:00Z,Taunton Reserves,H,3-2,W,"Eddie Attwood, Ray Tarr, Bill Cuff",WL1,NA,13,12,3,2,NA,NA,NA,league,3,22,1.8333333333333333
1957/58,1957-11-16T00:00:00Z,Clevedon,A,2-3,L,"OG, Bill Cuff",WL1,NA,14,13,2,3,NA,NA,NA,league,0,22,1.6923076923076923
1957/58,1957-11-23T00:00:00Z,Weston-super-Mare,H,3-4,L,"Eddie Attwood, Derek Woodford, Pete Downs",WL1,NA,15,14,3,4,NA,NA,NA,league,0,22,1.5714285714285714
1957/58,1957-11-30T00:00:00Z,Street,A,3-2,W,"Eddie Attwood 2, Gerry Fielding",WL1,NA,16,15,3,2,NA,NA,NA,league,3,25,1.6666666666666667
1957/58,1957-12-07T00:00:00Z,Farrington Gurney,A,4-2,W,"Ray Tarr 2, Eddie Attwood 2",SSC,2,17,1,4,2,NA,NA,NA,cup,NA,NA,NA
1957/58,1957-12-21T00:00:00Z,Ilfracombe Town,H,5-1,W,"Cuff, Tarr 3, Attwood",WL1,NA,18,16,5,1,NA,NA,NA,league,3,28,1.75
1957/58,1957-12-25T00:00:00Z,Paulton Rovers,A,2-2,D,"Ray Tarr, Bill Cuff",WL1,NA,19,17,2,2,NA,NA,NA,league,1,29,1.7058823529411764
1957/58,1957-12-26T00:00:00Z,Paulton Rovers,H,5-1,W,"Mervyn Canning, Brian Barker 2, Ray Tarr 2",WL1,NA,20,18,5,1,NA,NA,NA,league,3,32,1.7777777777777777
1957/58,1957-12-28T00:00:00Z,Clevedon,H,5-2,W,"Ray Tarr 3, Mervyn Canning, Bill Cuff",WL1,NA,21,19,5,2,NA,NA,NA,league,3,35,1.8421052631578947
1957/58,1958-01-04T00:00:00Z,Brislington St Christopher,A,7-1,W,"Fielding, Tarr 2, Cuff, Canning, Cox, Attwood",SSC,3,22,2,7,1,NA,NA,NA,cup,NA,NA,NA
1957/58,1958-01-11T00:00:00Z,Trowbridge Town Reserves,A,0-1,L,NA,WL1,NA,23,20,0,1,NA,NA,NA,league,0,35,1.75
1957/58,1958-01-18T00:00:00Z,Trowbridge Town Reserves,H,3-1,W,"Eddie Attwood 2, George",WL1,NA,24,21,3,1,NA,NA,NA,league,3,38,1.8095238095238095
1957/58,1958-01-25T00:00:00Z,Wells City,H,1-1,D,Ray Tarr,WL1,NA,25,22,1,1,NA,NA,NA,league,1,39,1.7727272727272727
1957/58,1958-02-01T00:00:00Z,Clandown,H,3-0,W,"Eddie Attwood, Ray Tarr, Mervyn Canning",SSC,4,26,3,3,0,NA,NA,NA,cup,NA,NA,NA
1957/58,1958-02-08T00:00:00Z,Hoffman Athletic,H,2-0,W,"Ray Tarr, Mervyn Canning",WL1,NA,27,23,2,0,NA,NA,NA,league,3,42,1.826086956521739
1957/58,1958-02-15T00:00:00Z,Bath City Reserves,H,2-2,D,"Mervyn Canning, Eddie Attwood",WL1,NA,28,24,2,2,NA,NA,NA,league,1,43,1.7916666666666667
1957/58,1958-02-22T00:00:00Z,Wells City,A,1-1,D,Bill Cuff,WL1,NA,29,25,1,1,NA,NA,NA,league,1,44,1.76
1957/58,1958-03-08T00:00:00Z,Clandown,H,4-0,W,"Ray Tarr, Ray Mogg 2, Brian Barker",WL1,NA,30,26,4,0,NA,NA,NA,league,3,47,1.8076923076923077
1957/58,1958-03-08T00:00:00Z,Keynsham Town,A,0-1,L,NA,SSC,SF,31,4,0,1,NA,NA,NA,cup,NA,NA,NA
1957/58,1958-03-22T00:00:00Z,Dorchester Town Reserves,A,2-2,D,"Derek Woodford, Brian Barker",WL1,NA,32,27,2,2,NA,NA,NA,league,1,48,1.7777777777777777
1957/58,1958-03-29T00:00:00Z,Poole Town Reserves,H,1-5,L,Mervyn Canning,WL1,NA,33,28,1,5,NA,NA,NA,league,0,48,1.7142857142857142
1957/58,1958-04-04T00:00:00Z,Poole Town Reserves,A,2-8,L,"Ray Tarr, Mervyn Canning",WL1,NA,34,29,2,8,NA,NA,NA,league,0,48,1.6551724137931034
1957/58,1958-04-05T00:00:00Z,Stonehouse,A,3-2,W,"Ray Tarr 2, Charlie Collins",WL1,NA,35,30,3,2,NA,NA,NA,league,3,51,1.7
1957/58,1958-04-12T00:00:00Z,Hoffman Athletic,A,5-1,W,"Ray Tarr 3, Bill Cuff, Ray Mogg",WL1,NA,36,31,5,1,NA,NA,NA,league,3,54,1.7419354838709677
1957/58,1958-04-19T00:00:00Z,Peasedown Miners Welfare,H,3-2,W,"Mervyn Canning, Ray Mogg 2",WL1,NA,37,32,3,2,NA,NA,NA,league,3,57,1.78125
1957/58,1958-04-26T00:00:00Z,Clandown,A,2-0,W,"Canning, Tarr",WL1,NA,38,33,2,0,NA,NA,NA,league,3,60,1.8181818181818181
1957/58,1958-04-30T00:00:00Z,Peasedown Miners Welfare,A,1-2,L,Ray Tarr,WL1,NA,39,34,1,2,NA,NA,NA,league,0,60,1.7647058823529411
1958/59,1958-08-23T00:00:00Z,Ilfracombe Town,A,3-4,L,"Tucker, Mervyn Canning, Ray Tarr",WL1,NA,1,1,3,4,NA,NA,NA,league,0,0,0
1958/59,1958-09-03T00:00:00Z,Radstock Town,H,1-5,L,Hyton,WL1,NA,2,2,1,5,NA,NA,NA,league,0,0,0
1958/59,1958-09-06T00:00:00Z,Peasedown Miners Welfare,H,2-1,W,Johnny Edwards,WL1,NA,3,3,2,1,NA,NA,NA,league,3,3,1
1958/59,1958-09-13T00:00:00Z,Radstock Town,A,2-2,D,"Johnny Edwards, Brian Barker",WL1,NA,4,4,2,2,NA,NA,NA,league,1,4,1
1958/59,1958-09-20T00:00:00Z,Paulton Rovers,H,3-1,W,"Ray Tarr 2, Brian Barker",WL1,NA,5,5,3,1,NA,NA,NA,league,3,7,1.4
1958/59,1958-09-27T00:00:00Z,Bromham,H,3-0,W,"Derek Woodford, Charlie Collins, Mervyn Canning",FAAm,P,6,1,3,0,NA,NA,NA,cup,NA,NA,NA
1958/59,1958-10-04T00:00:00Z,Bridgwater Town Reserves,A,1-4,L,Brian Barker,WL1,NA,7,6,1,4,NA,NA,NA,league,0,7,1.1666666666666667
1958/59,1958-10-11T00:00:00Z,Calne & Harris United,A,4-4,D,"Brian Barker 2, Mervyn Canning, Dix",FAAm,1Q,8,2,4,4,NA,NA,NA,cup,NA,NA,NA
1958/59,1958-10-15T00:00:00Z,Melksham Town,A,3-1,W,"Derek Baber, Dix, OG",FAAm,3QR,9,3,3,1,NA,NA,NA,cup,NA,NA,NA
1958/59,1958-10-18T00:00:00Z,Calne & Harris United,H,1-0,W,Gerry Fielding,FAAm,1QR,10,4,1,0,NA,NA,NA,cup,NA,NA,NA
1958/59,1958-10-25T00:00:00Z,Purton,A,1-1,D,Derek Baber,FAAm,2Q,11,5,1,1,NA,NA,NA,cup,NA,NA,NA
1958/59,1958-11-01T00:00:00Z,Purton,H,4-0,W,"Brian Barker 2, Derek Baber, Ray Tarr",FAAm,2QR,12,6,4,0,NA,NA,NA,cup,NA,NA,NA
1958/59,1958-11-08T00:00:00Z,Melksham Town,H,1-1,D,Brian Barker,FAAm,3Q,13,7,1,1,NA,NA,NA,cup,NA,NA,NA
1958/59,1958-11-22T00:00:00Z,Devizes Town,A,0-1,L,NA,FAAm,4Q,14,8,0,1,NA,NA,NA,cup,NA,NA,NA
1958/59,1958-12-06T00:00:00Z,Porlock,A,8-2,W,"Dix 2, Derek Baber 2, Brian Barker 2, Eddie jordan 2",SSC,2,15,1,8,2,NA,NA,NA,cup,NA,NA,NA
1958/59,1958-12-13T00:00:00Z,Bath City Reserves,H,1-4,L,Eddie Attwood,WL1,NA,16,7,1,4,NA,NA,NA,league,0,7,1
1958/59,1958-12-20T00:00:00Z,Street,A,4-1,W,"Dando, OG, Eddie Attwood, Alan Margary",WL1,NA,17,8,4,1,NA,NA,NA,league,3,10,1.25
1958/59,1958-12-26T00:00:00Z,Wells City,A,7-2,W,"Brian Barker 4, Alan Margary, Eddie Attwood 2",WL1,NA,18,9,7,2,NA,NA,NA,league,3,13,1.4444444444444444
1958/59,1958-12-27T00:00:00Z,Wells City,H,1-2,L,Mervyn Canning,WL1,NA,19,10,1,2,NA,NA,NA,league,0,13,1.3
1958/59,1959-01-03T00:00:00Z,Shepton Mallet Town,A,5-1,W,"Eddie Attwood, OG, Tony Day, Derek Baber, Charlie Collins",SSC,3,20,2,5,1,NA,NA,NA,cup,NA,NA,NA
1958/59,1959-01-10T00:00:00Z,Ilfracombe Town,H,5-1,W,"Charlie Collins, Eddie Attwood 2, Brian Barker 2",WL1,NA,21,11,5,1,NA,NA,NA,league,3,16,1.4545454545454546
1958/59,1959-01-17T00:00:00Z,Clandown,A,5-1,W,"Brian Barker 3, OG, Alan Margary",WL1,NA,22,12,5,1,NA,NA,NA,league,3,19,1.5833333333333333
1958/59,1959-01-24T00:00:00Z,Dorchester Town Reserves,H,1-0,W,Brian Barker,WL1,NA,23,13,1,0,NA,NA,NA,league,3,22,1.6923076923076923
1958/59,1959-01-31T00:00:00Z,Taunton Reserves,A,3-0,W,"Brian Barker, Mervyn Canning, Eddie Attwood",WL1,NA,24,14,3,0,NA,NA,NA,league,3,25,1.7857142857142858
1958/59,1959-02-07T00:00:00Z,Wells City,A,10-2,W,"Mervyn Canning 3, Attwood 5, Brian Barker, Johnny Edwards",SSC,QF,25,3,10,2,NA,NA,NA,cup,NA,NA,NA
1958/59,1959-02-14T00:00:00Z,Weston-super-Mare,H,3-0,W,"Brian Barker 2, Alan Margary",WL1,NA,26,15,3,0,NA,NA,NA,league,3,28,1.8666666666666667
1958/59,1959-02-21T00:00:00Z,Chippenham United,H,1-1,D,Brian Barker,WL1,NA,27,16,1,1,NA,NA,NA,league,1,29,1.8125
1958/59,1959-02-28T00:00:00Z,Dorchester Town Reserves,A,1-2,L,Brian Barker,WL1,NA,28,17,1,2,NA,NA,NA,league,0,29,1.7058823529411764
1958/59,1959-03-07T00:00:00Z,Clandown,A,1-2,L,Alan Margary,SSC,SF,29,4,1,2,NA,NA,NA,cup,NA,NA,NA
1958/59,1959-03-14T00:00:00Z,Stonehouse,H,1-0,W,Eddie Attwood,WL1,NA,30,18,1,0,NA,NA,NA,league,3,32,1.7777777777777777
1958/59,1959-03-21T00:00:00Z,Taunton Reserves,H,10-1,W,"Eddie Attwood 5, Brian Barker 3, Mervyn Canning, OG",WL1,NA,31,19,10,1,NA,NA,NA,league,3,35,1.8421052631578947
1958/59,1959-03-27T00:00:00Z,Hoffman Athletic,H,7-1,W,"Gerry Fielding, Brian Barker, Jones 4, Johnny Edwards",WL1,NA,32,20,7,1,NA,NA,NA,league,3,38,1.9
1958/59,1959-03-28T00:00:00Z,Trowbridge Town Reserves,H,1-0,W,Dando,WL1,NA,33,21,1,0,NA,NA,NA,league,3,41,1.9523809523809523
1958/59,1959-03-30T00:00:00Z,Peasedown Miners Welfare,A,2-0,W,"Brian Barker, Johnny Edwards",WL1,NA,34,22,2,0,NA,NA,NA,league,3,44,2
1958/59,1959-04-04T00:00:00Z,Bridgwater Town Reserves,H,4-3,W,"Mervyn Canning 3, Eddie Attwood",WL1,NA,35,23,4,3,NA,NA,NA,league,3,47,2.0434782608695654
1958/59,1959-04-11T00:00:00Z,Street,H,2-3,L,"Brian Barker, Matthews",WL1,NA,36,24,2,3,NA,NA,NA,league,0,47,1.9583333333333333
1958/59,1959-04-18T00:00:00Z,Chippenham United,A,2-1,W,Brian Barker 2,WL1,NA,37,25,2,1,NA,NA,NA,league,3,50,2
1958/59,1959-04-20T00:00:00Z,Paulton Rovers,A,1-1,D,Eddie Attwood,WL1,NA,38,26,1,1,NA,NA,NA,league,1,51,1.9615384615384615
1958/59,1959-04-22T00:00:00Z,Weston-super-Mare,A,0-2,L,NA,WL1,NA,39,27,0,2,NA,NA,NA,league,0,51,1.8888888888888888
1958/59,1959-04-25T00:00:00Z,Stonehouse,A,0-2,L,NA,WL1,NA,40,28,0,2,NA,NA,NA,league,0,51,1.8214285714285714
1958/59,1959-04-27T00:00:00Z,Hoffman Athletic,A,2-1,W,Brian Barker 2,WL1,NA,41,29,2,1,NA,NA,NA,league,3,54,1.8620689655172413
1958/59,1959-04-30T00:00:00Z,Trowbridge Town Reserves,A,0-5,L,NA,WL1,NA,42,30,0,5,NA,NA,NA,league,0,54,1.8
1958/59,1959-05-02T00:00:00Z,Bath City Reserves,A,0-1,L,NA,WL1,NA,43,31,0,1,NA,NA,NA,league,0,54,1.7419354838709677
1958/59,1959-05-04T00:00:00Z,Clandown,H,4-1,W,"Eddie Attwood, Bishop 2, Jeremiah",WL1,NA,44,32,4,1,NA,NA,NA,league,3,57,1.78125
1959/60,1959-08-22T00:00:00Z,Stonehouse,A,3-2,W,"Keith Simmons, Peter Down, Brian Barker",WL1,NA,1,1,3,2,NA,NA,NA,league,3,3,3
1959/60,1959-08-29T00:00:00Z,Wells City,H,6-1,W,"OG, Gerry Fielding, Brian Barker 2, Eddie Attwood, Keith Simmons",WL1,NA,2,2,6,1,NA,NA,NA,league,3,6,3
1959/60,1959-09-02T00:00:00Z,Paulton Rovers,H,1-3,L,Johnny Edwards,WL1,NA,3,3,1,3,NA,NA,NA,league,0,6,2
1959/60,1959-09-05T00:00:00Z,Frome Town,A,1-0,W,Loveridge,WL1,NA,4,4,1,0,NA,NA,NA,league,3,9,2.25
1959/60,1959-09-09T00:00:00Z,Peasedown Miners Welfare,H,7-1,W,"Keith Simmons, Brian Barker 3, Boulton, Gerry Fielding 2",WL1,NA,5,5,7,1,NA,NA,NA,league,3,12,2.4
1959/60,1959-09-12T00:00:00Z,Paulton Rovers,A,3-1,W,"Loveridge, Brian Barker, Keith Simmons",WL1,NA,6,6,3,1,NA,NA,NA,league,3,15,2.5
1959/60,1959-09-19T00:00:00Z,Swindon BR Corinthians,H,3-1,W,"Loveridge, Brian Barker 2",FAAm,P,7,1,3,1,NA,NA,NA,cup,NA,NA,NA
1959/60,1959-09-26T00:00:00Z,Bridgwater Town Reserves,A,2-1,W,Brian Barker 2,WL1,NA,8,7,2,1,NA,NA,NA,league,3,18,2.5714285714285716
1959/60,1959-10-03T00:00:00Z,Taunton Reserves,H,3-1,W,"Keith Simmons, Gerry Fielding, Brian Barker",WL1,NA,9,8,3,1,NA,NA,NA,league,3,21,2.625
1959/60,1959-10-10T00:00:00Z,Wells City,A,6-2,W,"Keith Simmons 2, Eddie Attwood 2, Brian Barker, Padfield",WL1,NA,10,9,6,2,NA,NA,NA,league,3,24,2.6666666666666665
1959/60,1959-10-17T00:00:00Z,Pewsey Vale,A,4-0,W,"Keith Simmons 3, Brian Barker",FAAm,1Q,11,2,4,0,NA,NA,NA,cup,NA,NA,NA
1959/60,1959-10-24T00:00:00Z,Calne & Harris United,A,7-1,W,"Eddie Attwood 4, Brian Barker 2, Slade",FAAm,2Q,12,3,7,1,NA,NA,NA,cup,NA,NA,NA
1959/60,1959-10-31T00:00:00Z,Clevedon,A,2-3,L,"Brian Barker, Keith Simmons",SSC,1,13,1,2,3,NA,NA,NA,cup,NA,NA,NA
1959/60,1959-11-07T00:00:00Z,Wootton Bassett Town,A,3-3,D,Brian Barker 3,FAAm,3Q,14,4,3,3,NA,NA,NA,cup,NA,NA,NA
1959/60,1959-11-14T00:00:00Z,Wootton Bassett Town,H,7-1,W,"Brian Barker 2, Eddie Attwood 2, Gerry Fielding, Simpkins, Keith Simmons",FAAm,3QR,15,5,7,1,NA,NA,NA,cup,NA,NA,NA
1959/60,1959-11-21T00:00:00Z,Devizes Town,A,1-3,L,OG,FAAm,4Q,16,6,1,3,NA,NA,NA,cup,NA,NA,NA
1959/60,1959-11-28T00:00:00Z,Clandown,A,0-3,L,NA,WL1,NA,17,10,0,3,NA,NA,NA,league,0,24,2.4
1959/60,1959-12-12T00:00:00Z,Bridgwater Town Reserves,H,3-1,W,"Bryant, Barker, Keith Simmons",WL1,NA,18,11,3,1,NA,NA,NA,league,3,27,2.4545454545454546
1959/60,1959-12-19T00:00:00Z,Street,A,1-1,D,Brian Barker,WL1,NA,19,12,1,1,NA,NA,NA,league,1,28,2.3333333333333335
1959/60,1959-12-26T00:00:00Z,Radstock Town,H,2-2,D,"Eddie Attwood, Keith Simmons",WL1,NA,20,13,2,2,NA,NA,NA,league,1,29,2.230769230769231
1959/60,1960-01-02T00:00:00Z,Clandown,H,1-2,L,Brian Barker,WL1,NA,21,14,1,2,NA,NA,NA,league,0,29,2.0714285714285716
1959/60,1960-01-09T00:00:00Z,Stonehouse,H,5-1,W,"Keith Simmons 3, Eddie Attwood, Mervyn Canning",WL1,NA,22,15,5,1,NA,NA,NA,league,3,32,2.1333333333333333
1959/60,1960-01-16T00:00:00Z,Weston-super-Mare,A,0-3,L,NA,WL1,NA,23,16,0,3,NA,NA,NA,league,0,32,2
1959/60,1960-01-23T00:00:00Z,Dorchester Town Reserves,A,4-2,W,"Brian Barker, Keith Simmons 2, Gerry Fielding",WL1,NA,24,17,4,2,NA,NA,NA,league,3,35,2.0588235294117645
1959/60,1960-01-30T00:00:00Z,Chippenham United,A,9-4,W,"Phil Curtis 2, Jeremiah 2, Keith Simmons 3, Eddie Attwood, Unknown",WL1,NA,25,18,9,4,NA,NA,NA,league,3,38,2.111111111111111
1959/60,1960-02-27T00:00:00Z,Frome Town,H,4-0,W,"Phil Curtis, Simmons 2 (1 penalty), Brian Barker",WL1,NA,26,19,4,0,NA,NA,NA,league,3,41,2.1578947368421053
1959/60,1960-03-02T00:00:00Z,Street,H,6-2,W,"Keith Simmons, Phil Curtis, Marchant 2, Eddie Attwood, Brian Barker",WL1,NA,27,20,6,2,NA,NA,NA,league,3,44,2.2
1959/60,1960-03-19T00:00:00Z,Peasedown Miners Welfare,A,8-1,W,"Eddie Attwood 3, Keith Simmons 2, Brian Barker 2, Mervyn Canning",WL1,NA,28,21,8,1,NA,NA,NA,league,3,47,2.238095238095238
1959/60,1960-03-26T00:00:00Z,Taunton Reserves,A,5-4,W,"Keith Simmons 2, Eddie Attwood, Brian Barker, Phil Curtis",WL1,NA,29,22,5,4,NA,NA,NA,league,3,50,2.272727272727273
1959/60,1960-04-02T00:00:00Z,Weston-super-Mare,H,2-1,W,"Johnny Edwards, Brian Barker",WL1,NA,30,23,2,1,NA,NA,NA,league,3,53,2.3043478260869565
1959/60,1960-04-15T00:00:00Z,Chippenham United,H,2-1,W,"Brian Barker, Marchant",WL1,NA,31,24,2,1,NA,NA,NA,league,3,56,2.3333333333333335
